id year bid n1 n2 imps hand suit hcp suitq
ol_8522 1992 0 4 1 29 2 2 8 6
ol_8522 1992 13 1 4 -29 2 2 8 6
ol_8615 1996 23 1 1 0 1 2 7 11
ol_8615 1996 0 1 1 0 1 2 7 11
ol_8789 1996 11 1 1 1 1 2 10 2
ol_8789 1996 0 1 1 -1 1 2 10 2
ol_8843 2000 0 14 1 89 1 2 8 9
ol_8843 2000 23 1 14 -89 1 2 8 9
ol_9647 2000 0 11 5 298 1 2 8 8
ol_9647 2000 12 1 15 -122 1 2 8 8
ol_9647 2000 23 4 12 -176 1 2 8 8
ol_10120 2000 0 1 1 13 2 2 10 5
ol_10120 2000 13 1 1 -13 2 2 10 5
ol_10634 2000 0 2 2 -1 2 2 10 6
ol_10634 2000 13 2 2 1 2 2 10 6
ol_10762 2000 0 4 4 39 2 2 10 11
ol_10762 2000 13 3 5 -35 2 2 10 11
ol_10762 2000 23 1 7 -4 2 2 10 11
ol_10768 2000 0 5 3 -45 1 2 6 9
ol_10768 2000 23 3 5 45 1 2 6 9
ol_10882 2000 0 7 1 1 1 2 7 1
ol_10882 2000 23 1 7 -1 1 2 7 1
ol_11050 2000 23 2 2 0 1 2 10 15
ol_11050 2000 0 2 2 0 1 2 10 15
ol_11138 2000 0 3 1 12 1 2 8 9
ol_11138 2000 23 1 3 -12 1 2 8 9
ol_11330 2000 0 2 1 -17 2 2 10 14
ol_11330 2000 13 1 2 17 2 2 10 14
ol_11338 2000 23 1 3 -10 3 2 8 12
ol_11338 2000 22 1 3 10 3 2 8 12
ol_11338 2000 0 1 3 -10 3 2 8 12
ol_11338 2000 12 1 3 10 3 2 8 12
ol_11398 2000 0 3 1 9 1 2 10 12
ol_11398 2000 23 1 3 -9 1 2 10 12
ol_11678 2000 13 3 1 -12 1 2 10 8
ol_11678 2000 12 1 3 12 1 2 10 8
ol_11696 2000 0 2 2 0 2 2 5 7
ol_11696 2000 23 2 2 0 2 2 5 7
ol_11999 2000 13 1 1 0 3 2 9 4
ol_11999 2000 0 1 1 0 3 2 9 4
ol_12007 2000 23 2 2 -2 1 2 9 11
ol_12007 2000 0 2 2 2 1 2 9 11
ol_12360 2004 23 3 4 1 1 2 7 13
ol_12360 2004 0 4 3 -1 1 2 7 13
ol_12490 2004 0 5 2 -1 1 2 9 11
ol_12490 2004 13 1 6 -3 1 2 9 11
ol_12490 2004 23 1 6 4 1 2 9 11
ol_12492 2004 13 1 3 -12 3 2 8 9
ol_12492 2004 23 3 1 12 3 2 8 9
ol_12667 2004 0 6 2 -14 1 2 9 5
ol_12667 2004 23 1 7 -34 1 2 9 5
ol_12667 2004 13 1 7 48 1 2 9 5
ol_13092 2004 0 3 1 32 2 2 9 7
ol_13092 2004 13 1 3 -32 2 2 9 7
ol_13657 2004 0 3 1 -1 1 2 8 9
ol_13657 2004 23 1 3 1 1 2 8 9
ol_13665 2004 13 2 2 -16 2 2 10 9
ol_13665 2004 12 1 3 17 2 2 10 9
ol_13665 2004 0 1 3 -1 2 2 10 9
ol_13669 2004 13 3 1 -14 1 2 10 5
ol_13669 2004 23 1 3 14 1 2 10 5
ol_13953 2004 0 1 1 12 1 2 5 10
ol_13953 2004 22 1 1 -12 1 2 5 10
ol_14157 2004 0 2 3 -33 1 2 9 5
ol_14157 2004 13 2 3 22 1 2 9 5
ol_14157 2004 21 1 4 11 1 2 9 5
ol_14175 2004 0 7 1 -41 1 2 10 4
ol_14175 2004 13 1 7 41 1 2 10 4
ol_14520 2004 0 3 1 0 1 2 6 6
ol_14520 2004 23 1 3 0 1 2 6 6
ol_14612 2004 0 1 1 1 2 2 10 6
ol_14612 2004 13 1 1 -1 2 2 10 6
ol_14622 2004 0 1 1 0 1 2 10 9
ol_14622 2004 13 1 1 0 1 2 10 9
ol_14732 2004 0 2 2 42 1 2 10 11
ol_14732 2004 13 2 2 -42 1 2 10 11
sg_151 1997 13 1 1 -12 3 2 9 8
sg_151 1997 0 1 1 12 3 2 9 8
sg_177 1997 23 1 1 0 2 2 6 11
sg_177 1997 0 1 1 0 2 2 6 11
sg_473 1997 23 1 1 14 3 2 6 6
sg_473 1997 13 1 1 -14 3 2 6 6
sg_513 1997 0 1 1 12 1 2 7 9
sg_513 1997 22 1 1 -12 1 2 7 9
sg_619 1997 0 1 1 -2 1 2 8 7
sg_619 1997 22 1 1 2 1 2 8 7
sg_643 1998 0 1 1 -10 1 2 9 5
sg_643 1998 23 1 1 10 1 2 9 5
sg_1216 1999 23 1 1 6 3 2 10 16
sg_1216 1999 13 1 1 -6 3 2 10 16
sg_1515 2001 21 1 1 10 1 2 7 6
sg_1515 2001 0 1 1 -10 1 2 7 6
sg_1643 2001 23 1 1 -12 1 2 9 11
sg_1643 2001 0 1 1 12 1 2 9 11
sg_2067 2001 23 1 1 5 2 2 8 10
sg_2067 2001 0 1 1 -5 2 2 8 10
sg_2135 2001 13 1 1 0 1 2 8 12
sg_2135 2001 0 1 1 0 1 2 8 12
sg_2323 2002 31 1 1 -11 1 2 8 8
sg_2323 2002 0 1 1 11 1 2 8 8
sg_2509 2003 0 1 1 -13 1 2 6 8
sg_2509 2003 23 1 1 13 1 2 6 8
sg_2767 2004 0 2 1 13 2 2 9 10
sg_2767 2004 13 1 2 -13 2 2 9 10
sg_2789 2004 0 2 2 0 1 2 7 6
sg_2789 2004 21 1 3 22 1 2 7 6
sg_2789 2004 31 1 3 -22 1 2 7 6
